;Time;Number_of_Casualties;Day_of_Week;Road_Type;Speed_limit;Light_Conditions;Weather_Conditions;Road_Surface_Conditions;Urban_or_Rural_Area;Vehicle_Type;Did_Police_Officer_Attend_Scene_of_Accident;Junction_Detail;Number_of_Vehicles;Accident_Severity;Unnamed: 14;Accident_Date
259;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;5/07/2022 19:09
260;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;2;;26/12/2022 8:03
261;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;15/05/2022 9:52
262;Mañana;-1;Día laboral;2;30.0;1;1;1;1;bike;2;0;1;3;;25/05/2023 0:22
263;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;3;1;3;;13/10/2022 6:02
264;Tarde;-1;Fin de semana;1;30.0;1;1;1;1;bike;1;1;1;3;;22/03/2023 4:21
265;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;6;1;3;;27/02/2023 4:20
266;Mañana;-1;Fin de semana;6;30.0;1;1;1;1;bike;2;6;1;2;;7/05/2022 12:30
267;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;0;1;3;;9/05/2023 21:23
268;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;7;1;3;;16/11/2022 11:51
269;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;13/12/2022 11:19
270;Noche;-1;Fin de semana;2;30.0;4;1;1;1;bike;1;6;1;3;;28/04/2023 3:59
271;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;1;3;1;3;;26/08/2022 21:52
272;Noche;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;3;1;2;;2/09/2022 11:50
273;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;3;1;3;;24/06/2022 7:56
274;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;1;3;1;3;;8/08/2022 6:18
275;Noche;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;28/03/2023 16:28
276;Mañana;-1;Día laboral;3;30.0;1;1;1;1;bike;1;3;1;3;;16/03/2023 5:02
277;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;12/05/2022 17:48
278;Noche;-2;Fin de semana;6;30.0;4;1;1;1;bike;1;6;1;3;;27/11/2022 17:50
279;Mañana;-2;Día laboral;6;30.0;1;1;1;1;bike;1;6;1;3;;2/04/2023 2:28
280;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;25/01/2023 5:22
281;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;7/07/2022 8:34
282;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;17/07/2022 17:36
283;Noche;-1;;1;30.0;4;1;1;1;bike;1;1;1;3;;27/12/2022 11:03
284;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;3/09/2022 22:36
285;Noche;-1;Fin de semana;6;30.0;4;1;1;1;bike;1;3;1;3;;14/03/2023 20:26
286;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;17/09/2022 18:59
287;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;1;0;1;3;;21/03/2023 12:41
288;Madrugada;-1;Día laboral;3;30.0;4;1;1;1;bike;1;8;1;2;;22/08/2022 17:48
289;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;0;1;3;;24/02/2023 3:31
290;Noche;-1;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;2;;31/10/2022 0:25
291;Mañana;-1;Fin de semana;1;20.0;1;2;2;1;bike;1;1;1;3;;6/01/2023 14:40
292;Noche;-1;Fin de semana;6;30.0;4;1;1;1;bike;1;0;1;3;;30/04/2023 20:27
293;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;17/02/2023 9:20
294;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;21/06/2022 21:19
295;Mañana;-2;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;13/12/2022 1:07
296;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;8/11/2022 20:03
297;Mañana;-2;Fin de semana;6;30.0;1;1;1;1;bike;1;3;1;3;;30/03/2023 10:39
298;Noche;-1;Día laboral;6;60.0;1;1;1;2;bike;1;0;1;3;;13/02/2023 13:58
299;Mañana;-1;Día laboral;6;40.0;1;1;1;2;bike;2;0;1;3;;23/08/2022 13:25
300;Noche;-1;Fin de semana;6;30.0;4;1;1;2;bike;1;3;1;1;;25/08/2022 17:31
301;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;1;0;1;3;;13/11/2022 4:54
302;Mañana;-1;Fin de semana;9;20.0;1;1;1;1;bike;1;0;1;2;;17/03/2023 8:34
303;Noche;-1;Día laboral;6;60.0;1;1;1;2;bike;1;9;1;2;;20/05/2022 14:47
304;Tarde;-1;Fin de semana;6;30.0;1;1;1;2;bike;1;0;1;3;;27/10/2022 1:31
305;Tarde;-1;Día laboral;6;30.0;4;2;2;1;bike;1;6;1;3;;19/05/2022 7:25
306;Noche;-1;Día laboral;6;30.0;1;2;2;1;bike;1;0;1;2;;12/11/2022 16:04
307;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;2;;1/06/2022 12:56
308;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;2;7;1;3;;30/06/2022 23:46
309;Noche;-2;Día laboral;6;30.0;4;1;1;1;bike;1;3;1;3;;26/03/2023 20:42
310;Tarde;-2;Día laboral;3;30.0;1;1;1;1;bike;1;9;1;3;;28/04/2023 17:57
311;Tarde;-1;Día laboral;3;30.0;1;1;1;1;bike;2;9;1;3;;26/01/2023 9:43
312;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;6;1;3;;16/03/2023 3:51
313;Noche;-1;Fin de semana;6;30.0;4;1;1;1;bike;1;3;1;3;;13/10/2022 22:51
314;Tarde;-1;Día laboral;6;30.0;1;1;1;2;bike;2;7;1;2;;6/11/2022 7:03
315;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;2;0;1;3;;31/01/2023 12:13
316;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;8;1;2;;31/07/2022 0:49
317;Noche;-1;Día laboral;1;70.0;1;1;1;2;bike;1;1;1;2;;15/11/2022 0:41
318;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;4/10/2022 1:04
319;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;2/12/2022 12:39
320;Noche;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;0;1;3;;27/05/2023 12:18
321;Tarde;-1;Fin de semana;6;60.0;1;1;1;2;bike;1;0;1;3;;22/10/2022 8:39
322;Mañana;-1;Día laboral;6;30.0;1;2;2;1;bike;1;1;1;3;;21/08/2022 13:10
323;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;2;;21/03/2023 3:24
324;Tarde;-1;Día laboral;6;60.0;1;1;1;2;bike;1;9;1;2;;1/09/2022 11:33
325;Tarde;-1;Fin de semana;6;30.0;1;1;1;2;bike;2;0;1;3;;11/07/2022 14:22
326;Tarde;-1;Día laboral;6;60.0;1;1;1;2;bike;1;0;1;3;;14/04/2023 11:25
327;Mañana;-1;Día laboral;6;60.0;1;1;1;2;bike;1;0;1;3;;16/04/2023 22:49
328;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;21/05/2022 6:29
329;Mañana;-1;Día laboral;6;40.0;1;1;1;1;bike;1;0;1;2;;30/05/2023 14:47
330;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;2;3;1;3;;12/04/2023 2:29
331;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;21/09/2022 23:18
332;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;9;1;3;;19/11/2022 13:59
333;Tarde;-1;Fin de semana;3;40.0;1;1;1;1;bike;1;0;1;2;;6/10/2022 5:28
334;Tarde;-2;Fin de semana;6;30.0;1;1;1;1;bike;1;3;1;2;;9/04/2023 6:41
335;Mañana;-2;Día laboral;6;30.0;1;1;1;1;bike;1;7;1;3;;8/11/2022 15:29
336;Mañana;-1;Día laboral;6;50.0;4;2;2;2;bike;1;0;1;2;;30/05/2023 2:34
337;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;5/02/2023 13:17
338;Noche;-1;Día laboral;6;30.0;1;2;2;2;bike;1;0;1;2;;7/10/2022 9:14
339;Noche;-1;Fin de semana;9;30.0;7;1;1;1;bike;1;0;1;1;;16/02/2023 4:15
340;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;2;;31/12/2022 5:23
341;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;0;1;2;;5/06/2022 8:32
342;Noche;-1;Día laboral;6;30.0;1;1;1;2;bike;1;0;1;3;;22/02/2023 2:20
343;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;24/10/2022 6:48
344;Tarde;-1;Fin de semana;6;40.0;1;2;2;2;bike;1;0;1;2;;25/09/2022 13:35
345;Mañana;-1;Fin de semana;6;30.0;1;1;1;1;bike;2;0;1;3;;5/03/2023 20:58
346;Tarde;-2;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;17/10/2022 17:08
347;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;2;0;1;3;;1/09/2022 8:16
348;Mañana;-1;Fin de semana;3;40.0;1;1;1;1;bike;1;0;1;2;;13/03/2023 17:13
349;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;26/05/2023 20:52
350;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;5/09/2022 10:54
351;Tarde;-1;Día laboral;6;40.0;1;1;1;1;bike;1;0;1;3;;1/03/2023 22:05
352;Mañana;-1;Día laboral;6;30.0;1;2;2;1;bike;1;3;1;3;;6/10/2022 11:45
353;Tarde;-1;Fin de semana;2;30.0;1;1;1;1;bike;1;6;1;3;;14/05/2022 21:17
354;Tarde;-1;Fin de semana;6;60.0;1;2;2;2;bike;2;3;1;3;;24/06/2022 2:55
355;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;6;1;3;;1/10/2022 2:14
356;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;12/06/2022 2:05
357;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;0;1;2;;17/04/2023 4:31
358;Tarde;-1;Fin de semana;6;30.0;1;1;1;2;bike;2;0;1;3;;2/04/2023 0:26
359;Tarde;-1;Fin de semana;6;40.0;1;1;1;1;bike;1;0;1;3;;7/05/2022 13:49
360;Noche;-1;Fin de semana;6;30.0;1;1;1;1;bike;2;0;1;3;;17/02/2023 12:25
361;Noche;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;1/03/2023 21:27
362;Noche;-1;Fin de semana;6;30.0;1;2;2;1;bike;2;0;1;3;;11/02/2023 1:02
363;Noche;-1;Día laboral;6;30.0;1;1;1;2;bike;1;0;1;3;;3/05/2022 13:07
364;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;6;1;3;;28/06/2022 2:54
365;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;2;3;1;3;;25/10/2022 9:26
366;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;8/11/2022 2:25
367;Tarde;-1;Día laboral;6;40.0;1;1;1;1;bike;1;0;1;3;;8/08/2022 23:58
368;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;2;;13/01/2023 8:01
369;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;1;0;1;3;;4/07/2022 4:37
370;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;2;0;1;3;;8/12/2022 14:27
371;Noche;-1;Día laboral;6;30.0;1;1;1;2;bike;1;0;1;3;;31/10/2022 18:22
372;Mañana;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;0;1;3;;10/10/2022 10:35
373;Mañana;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;3;1;3;;21/05/2023 9:11
374;Mañana;-1;Fin de semana;1;30.0;1;1;1;1;bike;1;1;1;2;;4/10/2022 5:52
375;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;2;;14/10/2022 11:48
376;Noche;-1;Fin de semana;6;30.0;4;1;1;1;bike;1;0;1;3;;27/12/2022 1:16
377;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;8;1;2;;25/11/2022 16:12
378;Noche;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;3;1;3;;9/12/2022 12:03
379;Noche;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;2;;30/05/2023 3:39
380;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;7;1;3;;23/05/2022 23:24
381;Noche;-1;Fin de semana;6;30.0;1;;66;1;bike;3;3;1;3;;30/12/2022 6:25
382;Tarde;-1;Día laboral;3;70.0;1;1;1;1;bike;1;0;1;2;;15/03/2023 2:48
383;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;21/04/2023 13:27
384;Tarde;-1;Día laboral;9;30.0;1;1;1;1;bike;2;0;1;2;;5/01/2023 10:02
385;Tarde;-1;Fin de semana;6;30.0;1;2;2;1;bike;1;9;1;3;;19/02/2023 21:43
386;Noche;-1;Día laboral;6;40.0;4;1;1;2;bike;1;0;1;2;;13/12/2022 13:57
387;Mañana;-1;Día laboral;6;30.0;1;2;2;1;bike;1;0;1;3;;29/04/2023 2:34
388;Mañana;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;0;1;3;;25/03/2023 3:45
389;Noche;-1;Día laboral;6;30.0;6;1;1;1;bike;1;6;1;3;;1/05/2023 3:17
390;Noche;-1;Día laboral;6;30.0;4;2;2;1;bike;1;0;1;3;;16/11/2022 11:05
391;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;6;1;2;;12/10/2022 10:26
392;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;6;1;3;;29/12/2022 19:37
393;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;2;3;1;3;;27/01/2023 8:39
394;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;2;;13/02/2023 19:24
395;Noche;-1;Fin de semana;6;30.0;4;1;1;1;bike;1;3;1;3;;31/10/2022 14:41
396;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;6;1;3;;2/01/2023 10:50
397;Tarde;-1;Día laboral;6;30.0;1;2;2;1;bike;1;3;1;2;;10/08/2022 3:48
398;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;1;0;1;2;;5/06/2022 17:04
399;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;17/10/2022 18:08
400;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;2;9;1;3;;30/04/2023 5:46
401;Mañana;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;3;1;2;;1/11/2022 10:16
402;Noche;-1;Día laboral;6;40.0;4;1;1;1;bike;1;6;1;3;;16/01/2023 14:57
403;Noche;-1;Día laboral;6;30.0;4;1;1;2;bike;1;3;1;2;;11/09/2022 13:31
404;Mañana;-1;Día laboral;6;30.0;1;2;2;2;bike;1;0;1;3;;26/04/2023 7:53
405;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;2;8;1;3;;19/04/2023 21:42
406;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;29/03/2023 6:05
407;Tarde;-1;Día laboral;6;40.0;1;2;2;2;bike;1;3;1;2;;7/10/2022 13:28
408;Tarde;-1;Día laboral;2;20.0;1;2;2;1;bike;1;0;1;3;;15/09/2022 13:12
409;Mañana;-1;Día laboral;3;40.0;4;2;2;1;bike;1;0;1;3;;4/11/2022 22:18
410;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;2;;8/12/2022 11:43
411;Madrugada;-1;;2;30.0;1;2;2;1;bike;2;6;1;3;;6/05/2022 10:55
412;Mañana;-1;Fin de semana;6;30.0;1;2;2;1;bike;2;3;1;3;;12/05/2022 23:15
413;Noche;-1;Día laboral;6;60.0;6;2;2;2;bike;1;0;1;3;;16/11/2022 0:24
414;Noche;-1;Fin de semana;6;60.0;6;1;1;2;bike;1;8;1;3;;20/05/2022 11:17
415;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;6;1;2;;8/03/2023 8:48
416;Mañana;-2;Fin de semana;3;30.0;1;2;2;1;bike;1;3;1;3;;23/01/2023 3:26
417;Mañana;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;3;1;2;;15/01/2023 7:31
418;Tarde;-1;Fin de semana;1;30.0;1;1;1;1;bike;1;1;1;3;;9/08/2022 1:55
419;Mañana;-1;Día laboral;6;20.0;1;1;1;1;bike;1;3;1;3;;10/05/2023 17:30
420;Tarde;-1;Día laboral;6;30.0;1;1;1;2;bike;1;0;1;3;;8/11/2022 6:23
421;Tarde;-1;Día laboral;6;50.0;1;1;1;2;bike;1;0;1;2;;1/03/2023 8:18
422;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;2;0;1;3;;20/05/2022 15:49
423;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;2;0;1;3;;21/05/2022 3:55
424;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;27/09/2022 12:37
425;Tarde;-1;Fin de semana;6;30.0;1;1;1;2;bike;2;0;1;3;;14/05/2022 3:58
426;Tarde;-1;Fin de semana;6;30.0;1;1;1;2;bike;1;3;1;3;;8/05/2022 20:24
427;Noche;-1;Día laboral;3;30.0;1;1;1;1;bike;1;0;1;3;;7/10/2022 4:28
428;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;6;1;3;;27/07/2022 2:47
429;Noche;-1;;6;30.0;4;1;1;1;bike;1;0;1;3;;3/06/2022 19:43
430;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;3;;10/06/2022 17:18
431;Mañana;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;0;1;3;;26/04/2023 4:04
432;Noche;-1;Fin de semana;6;30.0;1;1;1;2;bike;1;0;1;3;;21/12/2022 1:33
433;Mañana;-1;Fin de semana;3;40.0;1;1;1;1;bike;2;0;1;2;;12/02/2023 13:51
434;Tarde;-1;Fin de semana;6;30.0;7;2;2;1;bike;1;9;1;3;;1/07/2022 15:01
435;Noche;-1;;2;30.0;4;2;2;1;bike;1;9;1;3;;17/09/2022 8:18
436;Noche;-1;;3;30.0;4;1;1;1;bike;1;0;1;3;;24/10/2022 6:39
437;Tarde;-1;Día laboral;6;30.0;4;2;2;1;bike;1;6;1;3;;21/12/2022 23:36
438;Tarde;-1;Día laboral;9;30.0;1;1;1;1;bike;2;0;1;3;;15/08/2022 1:18
439;Noche;-1;Día laboral;3;40.0;4;1;1;1;bike;1;9;1;3;;30/05/2023 6:58
440;Mañana;-1;Día laboral;2;30.0;1;2;2;1;bike;1;0;1;3;;29/08/2022 7:19
441;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;2;;11/04/2023 13:58
442;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;13/10/2022 8:49
443;Noche;-1;Fin de semana;6;30.0;4;1;1;1;bike;2;3;1;3;;22/02/2023 20:09
444;Mañana;-1;Día laboral;6;30.0;1;2;2;1;bike;1;9;1;3;;14/10/2022 19:04
445;Tarde;-1;Fin de semana;6;30.0;1;1;1;2;bike;1;9;1;3;;4/09/2022 9:38
446;Tarde;-1;Día laboral;6;30.0;1;1;1;2;bike;1;0;1;3;;23/11/2022 2:06
447;Mañana;-1;Día laboral;6;60.0;1;2;2;2;bike;1;0;1;3;;1/06/2022 18:23
448;Mañana;-1;Fin de semana;3;30.0;1;1;1;1;bike;1;3;1;2;;23/03/2023 22:25
449;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;1;3;1;3;;10/12/2022 11:16
450;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;7;1;3;;24/02/2023 1:41
451;Mañana;-1;Día laboral;6;40.0;1;2;2;2;bike;1;0;1;3;;24/09/2022 3:11
452;Tarde;-1;Día laboral;6;30.0;6;2;2;1;bike;1;0;1;3;;26/05/2022 10:55
453;Mañana;-1;Día laboral;2;30.0;1;1;1;1;bike;1;9;1;3;;8/01/2023 10:35
454;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;2;0;1;2;;27/11/2022 1:17
455;Tarde;-1;Día laboral;6;40.0;1;1;1;1;bike;1;0;1;3;;18/03/2023 9:55
456;Noche;-1;Día laboral;6;60.0;6;1;1;2;bike;1;0;1;3;;9/02/2023 17:45
457;Mañana;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;0;1;3;;29/03/2023 14:12
458;Mañana;-1;Día laboral;9;30.0;1;1;1;2;bike;2;0;1;3;;11/08/2022 22:50
459;Noche;-1;Día laboral;6;30.0;4;2;2;1;bike;1;7;1;3;;22/05/2023 5:58
460;Mañana;-1;Día laboral;6;60.0;4;2;2;1;bike;1;0;1;2;;21/06/2022 16:31
461;Tarde;-1;Día laboral;6;50.0;1;1;1;2;bike;1;0;1;3;;11/07/2022 19:05
462;Mañana;-2;Día laboral;6;30.0;1;1;1;2;bike;1;9;1;3;;4/01/2023 1:12
463;Tarde;-2;Día laboral;6;60.0;1;1;1;2;bike;2;0;1;2;;13/04/2023 1:34
464;Noche;-1;Día laboral;6;60.0;1;2;2;1;bike;2;0;1;1;;7/01/2023 18:17
465;Tarde;-1;Día laboral;6;30.0;1;1;1;2;bike;1;3;1;2;;15/05/2022 5:53
466;Tarde;-1;Fin de semana;6;30.0;1;2;2;1;bike;2;0;1;2;;19/04/2023 2:18
467;Noche;-2;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;4/08/2022 9:43
468;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;3/06/2022 14:55
469;Tarde;-1;Día laboral;9;20.0;1;1;1;1;bike;2;0;1;3;;8/06/2022 10:47
470;Tarde;-1;Día laboral;6;60.0;1;1;1;2;bike;1;0;1;1;;19/08/2022 21:10
471;Mañana;-1;Fin de semana;6;40.0;1;2;2;1;bike;1;0;1;3;;5/01/2023 12:48
472;Mañana;-1;Fin de semana;6;30.0;1;2;2;1;bike;2;0;1;3;;5/01/2023 18:16
473;Noche;-1;Día laboral;3;30.0;4;2;2;1;bike;1;3;1;2;;3/07/2022 0:21
474;Tarde;-1;Fin de semana;6;30.0;4;2;2;2;bike;1;0;1;2;;21/05/2023 19:52
475;Tarde;-1;Fin de semana;6;60.0;1;1;1;2;bike;1;0;1;2;;24/09/2022 16:40
476;Tarde;-1;Día laboral;9;60.0;6;2;2;2;bike;1;0;1;3;;25/08/2022 4:18
477;Noche;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;21/04/2023 16:27
478;Noche;-1;Día laboral;6;30.0;1;1;1;1;bike;2;3;1;3;;19/07/2022 20:35
479;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;1;0;1;3;;23/12/2022 14:14
480;Noche;-2;Día laboral;6;60.0;6;1;1;2;bike;1;0;1;2;;14/02/2023 12:22
481;Noche;-1;Día laboral;1;30.0;4;2;2;1;bike;1;1;1;3;;12/11/2022 23:08
482;Tarde;-1;Fin de semana;6;60.0;1;1;1;2;bike;1;0;1;2;;29/05/2022 23:41
483;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;1;;17/10/2022 22:22
484;Tarde;-1;Día laboral;6;30.0;4;1;1;1;bike;1;3;1;2;;24/01/2023 21:14
485;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;13/10/2022 6:36
486;Noche;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;0;1;2;;24/03/2023 4:58
487;Mañana;-1;Día laboral;6;30.0;1;2;2;1;bike;1;3;1;3;;28/05/2023 12:45
488;Tarde;-1;Día laboral;3;30.0;1;2;2;1;bike;1;0;1;3;;11/08/2022 4:12
489;Mañana;-1;Día laboral;3;30.0;1;1;1;1;bike;1;6;1;2;;26/06/2022 23:31
490;Tarde;-2;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;17/03/2023 16:54
491;Mañana;-1;Día laboral;3;30.0;1;1;1;1;bike;1;3;1;3;;19/03/2023 10:03
492;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;6;1;3;;9/08/2022 1:06
493;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;6;1;2;;15/05/2022 19:02
494;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;24/11/2022 10:53
495;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;6;1;3;;30/05/2022 18:00
496;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;6;1;3;;21/08/2022 1:38
497;Noche;-1;Fin de semana;6;30.0;4;1;1;1;bike;1;3;1;3;;28/11/2022 17:36
498;Mañana;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;0;1;3;;17/05/2022 1:04
499;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;6;1;3;;2/07/2022 17:53
500;Tarde;-2;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;14/09/2022 12:14
501;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;1;0;1;2;;26/05/2022 1:39
502;Tarde;-1;Día laboral;3;30.0;4;2;2;1;bike;1;6;1;3;;5/03/2023 14:15
503;Noche;-1;Día laboral;6;30.0;4;2;2;1;bike;1;3;1;3;;23/09/2022 9:33
504;Noche;-2;Día laboral;6;30.0;4;1;1;1;bike;1;3;1;2;;24/02/2023 23:26
505;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;9;1;3;;11/07/2022 23:32
506;Noche;-1;Fin de semana;2;30.0;1;1;1;1;bike;1;6;1;3;;29/05/2022 12:33
507;Mañana;-1;Fin de semana;6;30.0;1;1;1;1;bike;2;6;1;2;;27/01/2023 3:13
508;Tarde;-1;Día laboral;6;30.0;1;2;2;1;bike;1;3;1;2;;1/09/2022 5:04
509;Noche;-1;Fin de semana;6;30.0;4;1;1;1;bike;1;0;1;3;;11/02/2023 3:21
510;Noche;-1;Fin de semana;6;30.0;1;2;2;1;bike;1;0;1;3;;14/12/2022 10:34
511;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;2;6;1;2;;14/02/2023 3:17
512;Mañana;-1;Día laboral;3;30.0;1;1;1;1;bike;1;9;1;2;;23/01/2023 19:31
513;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;2;9;1;2;;10/01/2023 2:38
514;Madrugada;-1;Día laboral;6;30.0;1;1;1;1;bike;1;9;1;3;;12/03/2023 9:34
515;Tarde;-1;Fin de semana;7;30.0;1;1;1;1;bike;1;3;1;3;;18/03/2023 18:28
516;Noche;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;0;1;3;;1/10/2022 17:48
517;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;3;;26/05/2023 1:59
518;Mañana;-1;Día laboral;1;30.0;1;4;4;1;bike;2;1;1;3;;2/05/2022 7:48
519;Noche;-1;Fin de semana;1;30.0;1;1;1;1;bike;2;1;1;2;;11/11/2022 18:01
